epoch,train_loss,train_acc,val_loss,val_acc
1,1.3848,80.82,0.0455,98.05
2,0.1038,97.26,0.0001,100.00
3,0.0297,99.07,0.0000,100.00
4,0.0020,99.94,0.0000,100.00
5,0.0005,99.99,0.0000,100.00
